draw,plain_kino_1,plain_kino_2,plain_kino_3,plain_kino_4,plain_kino_5,plain_kino_6,plain_kino_7,plain_kino_8,plain_kino_9,plain_kino_10,plain_kino_11,plain_kino_12,para1_kino_2,para1_kino_3,para1_kino_4,para1_kino_5,para1_kino_6,para1_kino_7,para1_kino_8,para1_kino_9,parity_odd,parity_even,parity_draw,column_random
3289,-616.1,-526.417,-503.8425,-505.622,-476.76,-478.727,-499.973,-540.868,-447.117,-478.39,-501.564,-466.382,-921.701,-1008.8275,-1014.026,-925.64,-968.167,-1029.373,-1068.168,-911.617,-336.942,-332.674,-305.268,-325.34
3290,-616.32,-526.614,-503.9525,-505.563,-476.566,-478.873,-500.142,-541.066,-446.996,-477.968,-501.282,-466.342,-922.052,-1009.1575,-1014.195,-925.466,-967.893,-1029.142,-1068.866,-911.996,-337.054,-332.77,-305.352,-325.456
3291,-616.5175,-526.795,-504.1875,-505.76,-476.428,-479.065,-500.349,-541.28,-447.216,-478.078,-501.478,-466.569,-922.375,-1009.5125,-1014.524,-925.528,-967.895,-1029.849,-1069.58,-912.716,-337.14,-332.888,-305.444,-325.636
3292,-616.6825,-526.914,-504.3075,-505.833,-476.616,-479.255,-500.493,-541.444,-447.448,-478.27,-501.665,-466.766,-922.622,-1009.7725,-1014.585,-925.556,-968.125,-1030.493,-1070.244,-913.448,-337.238,-332.99,-305.544,-325.728
3293,-616.8525,-527.067,-504.4125,-505.66,-476.448,-479.491,-500.668,-541.712,-447.748,-478.582,-502.017,-467.121,-922.891,-1010.0375,-1014.656,-925.468,-968.401,-1030.268,-1071.012,-914.248,-337.312,-333.12,-305.636,-325.74
3294,-617.05,-527.239,-504.595,-505.994,-476.818,-479.781,-500.801,-541.924,-447.832,-478.776,-502.186,-467.109,-923.177,-1010.385,-1015.25,-926.158,-968.961,-1030.001,-1071.724,-914.832,-337.414,-333.216,-305.74,-325.76
3295,-617.2375,-527.382,-504.7225,-506.177,-477.046,-479.97,-501.017,-542.206,-448.139,-478.972,-502.361,-467.15,-923.426,-1010.6675,-1015.469,-926.346,-969.19,-1030.717,-1072.506,-915.639,-337.54,-333.316,-305.788,-325.788
3296,-617.4575,-527.56,-504.9175,-506.311,-476.474,-480.137,-501.051,-542.312,-448.388,-479.164,-502.388,-467.251,-923.76,-1011.0525,-1015.831,-925.974,-968.937,-1029.451,-1073.112,-916.388,-337.636,-333.418,-305.892,-325.904
3297,-617.67,-527.734,-505.125,-506.635,-476.802,-480.433,-501.307,-542.662,-448.737,-479.47,-502.672,-467.573,-924.042,-1011.425,-1016.399,-926.502,-969.503,-1030.207,-1073.962,-917.237,-337.722,-333.526,-306.004,-325.972
3298,-617.8425,-527.919,-505.375,-506.96,-477.114,-480.751,-501.606,-543.018,-449.018,-479.704,-502.906,-467.89,-924.357,-1011.875,-1016.92,-927.014,-970.091,-1031.006,-1074.818,-918.018,-337.816,-333.636,-306.096,-326.032
3299,-618.07,-528.09,-505.555,-507.176,-477.466,-481.01,-501.857,-543.35,-449.293,-479.862,-503.139,-468.049,-924.67,-1012.265,-1017.364,-927.686,-970.39,-1031.757,-1075.65,-918.793,-337.924,-333.74,-306.172,-326.108
3300,-618.295,-528.259,-505.795,-507.401,-477.756,-481.291,-502.096,-543.614,-449.579,-480.13,-503.354,-468.356,-924.997,-1012.685,-1017.785,-928.056,-970.941,-1032.496,-1076.414,-919.579,-338.012,-333.862,-306.252,-326.304
3301,-618.505,-528.434,-505.915,-507.714,-478.056,-481.516,-502.356,-543.924,-449.84,-480.34,-503.656,-468.693,-925.282,-1012.995,-1018.246,-928.496,-971.206,-1033.256,-1077.224,-920.34,-338.086,-333.968,-306.392,-326.38
3302,-618.7075,-528.566,-506.1075,-507.906,-478.28,-481.639,-502.556,-544.102,-449.956,-480.274,-503.591,-468.642,-925.518,-1013.2725,-1018.522,-928.62,-970.909,-1033.956,-1077.902,-920.956,-338.156,-334.078,-306.532,-326.464
3303,-618.875,-528.678,-506.2475,-508.111,-478.57,-481.958,-502.791,-544.362,-450.238,-480.502,-503.866,-468.934,-925.744,-1013.5425,-1018.891,-929.05,-971.728,-1034.691,-1078.662,-921.738,-338.25,-334.188,-306.624,-326.532
3304,-619.02,-528.82,-506.3325,-508.395,-478.826,-482.202,-502.948,-544.492,-450.26,-480.638,-504.026,-469.18,-925.98,-1013.7475,-1019.227,-929.326,-972.242,-1034.448,-1079.292,-922.26,-338.344,-334.286,-306.74,-326.544
3305,-619.19,-528.996,-506.57,-508.633,-479.166,-482.496,-503.216,-544.764,-450.391,-480.9,-504.295,-469.491,-926.248,-1014.21,-1019.709,-929.926,-972.806,-1035.216,-1080.064,-922.891,-338.464,-334.372,-306.828,-326.596
3306,-619.3825,-529.166,-506.8,-508.944,-479.476,-482.745,-503.457,-544.998,-450.621,-481.068,-504.532,-469.769,-926.548,-1014.6,-1020.152,-930.376,-973.095,-1035.957,-1080.798,-923.621,-338.562,-334.482,-306.912,-326.8
3307,-619.575,-529.355,-507.0175,-509.06,-479.808,-483.038,-503.728,-545.274,-450.919,-481.404,-504.802,-470.043,-926.845,-1015.0025,-1020.448,-930.968,-973.658,-1036.728,-1081.574,-924.419,-338.668,-334.604,-306.956,-326.876
3308,-619.795,-529.563,-507.26,-509.381,-480.178,-483.403,-503.975,-545.58,-451.212,-481.596,-505.042,-470.273,-927.169,-1015.43,-1020.949,-931.658,-974.523,-1037.475,-1082.38,-925.212,-338.778,-334.696,-307.052,-326.992
3309,-620.0,-529.735,-507.4575,-509.593,-480.48,-483.616,-504.066,-545.822,-451.339,-481.834,-505.317,-470.598,-927.485,-1015.7725,-1021.341,-932.1,-974.546,-1036.266,-1083.122,-925.839,-338.846,-334.81,-307.188,-327.092
3310,-620.16,-529.899,-507.5925,-509.907,-480.832,-483.98,-504.315,-546.188,-451.685,-482.108,-505.595,-470.93,-927.757,-1016.0775,-1021.803,-932.772,-975.41,-1037.015,-1083.988,-926.685,-338.924,-334.924,-307.304,-327.208
3311,-620.3475,-530.065,-507.725,-510.104,-481.106,-484.229,-504.509,-546.416,-451.776,-482.33,-505.799,-471.012,-928.035,-1016.325,-1022.132,-933.126,-975.929,-1036.809,-1084.716,-927.276,-339.066,-334.962,-307.444,-327.324
3312,-620.515,-530.174,-507.7625,-510.284,-481.374,-484.449,-504.649,-546.708,-452.064,-482.466,-506.028,-471.254,-928.252,-1016.4875,-1022.316,-933.474,-976.189,-1036.549,-1085.508,-928.064,-339.194,-335.046,-307.52,-327.344
3313,-620.6825,-530.326,-507.925,-510.575,-481.692,-484.708,-504.748,-546.864,-452.259,-482.656,-506.198,-471.291,-928.448,-1016.775,-1022.723,-933.992,-976.718,-1036.248,-1086.164,-928.759,-339.328,-335.162,-307.52,-327.42
3314,-620.91,-530.52,-508.115,-510.691,-481.132,-481.868,-504.858,-547.106,-452.52,-482.936,-506.474,-471.552,-928.79,-1017.145,-1023.003,-933.692,-974.378,-1035.058,-1086.906,-929.52,-339.456,-335.244,-307.6,-327.6
3315,-621.0825,-530.681,-508.1975,-510.904,-480.956,-480.606,-505.042,-546.424,-452.655,-483.206,-506.735,-471.869,-929.083,-1017.3925,-1023.396,-933.536,-973.616,-1034.842,-1082.524,-930.155,-339.54,-335.364,-307.692,-327.716
3316,-621.2525,-530.862,-508.44,-511.242,-481.3,-480.928,-505.332,-546.666,-452.744,-483.354,-506.879,-472.082,-929.376,-1017.82,-1023.994,-934.14,-974.208,-1035.632,-1083.266,-930.744,-339.628,-335.482,-307.78,-327.848
3317,-621.4325,-531.035,-508.5675,-511.416,-481.596,-481.067,-505.324,-546.804,-452.946,-483.494,-506.965,-472.273,-929.665,-1018.0025,-1024.172,-934.636,-973.927,-1034.324,-1083.904,-931.446,-339.72,-335.564,-307.932,-327.844
3318,-621.625,-531.178,-508.6825,-511.431,-481.882,-481.314,-505.468,-547.078,-453.231,-483.766,-507.048,-471.602,-929.934,-1018.2475,-1024.351,-935.062,-974.444,-1034.068,-1084.678,-932.231,-339.804,-335.696,-308.0,-327.888
3319,-621.8375,-531.323,-508.8425,-511.719,-482.158,-481.439,-505.631,-547.304,-453.521,-484.026,-507.342,-471.925,-930.189,-1018.5275,-1024.723,-935.418,-974.149,-1034.731,-1085.404,-933.021,-339.894,-335.79,-308.132,-327.884
3320,-622.0175,-531.467,-508.975,-512.003,-482.462,-481.719,-505.912,-547.58,-453.635,-484.274,-507.391,-471.969,-930.461,-1018.775,-1025.043,-935.922,-974.699,-1035.512,-1086.18,-933.635,-340.02,-335.852,-308.256,-328.024
3321,-622.2075,-531.682,-509.2225,-512.178,-482.858,-482.119,-506.246,-547.972,-454.021,-484.626,-507.684,-472.29,-930.776,-1019.3175,-1025.558,-936.698,-975.599,-1036.346,-1087.072,-934.521,-340.104,-335.976,-308.34,-328.196
